zone;production_type;power_capacity;power_capacity_turbine;power_capacity_pumping;power_capacity_injection;power_capacity_offtake;energy_capacity
benelux;Batteries;0.0;0.0;0.0;2591.0;2591.0;7865.2
benelux;Biofuel;2088.16;0.0;0.0;0.0;0.0;0.0
benelux;Demand Side Response capacity;2665.24;0.0;0.0;0.0;0.0;0.0
benelux;Gas ;18500.9;0.0;0.0;0.0;0.0;0.0
benelux;Hard Coal;2670.99;0.0;0.0;0.0;0.0;0.0
benelux;Hydro - Pondage;0.0;0.0;0.0;0.0;0.0;0.0
benelux;Hydro - Pump Storage Closed Loop;0.0;1278.0;-1201.18;0.0;0.0;5800.0
benelux;Hydro - Pump Storage Open Loop;0.0;0.0;0.0;0.0;0.0;0.0
benelux;Hydro - Reservoir;0.0;0.0;0.0;0.0;0.0;0.0
benelux;Hydro - Run of River;0.0;170.0;0.0;0.0;0.0;0.0
benelux;Lignite;0.0;0.0;0.0;0.0;0.0;0.0
benelux;Nuclear;4415.0;0.0;0.0;0.0;0.0;0.0
benelux;Oil;140.0;0.0;0.0;0.0;0.0;0.0
benelux;Others non-renewable;5705.75;0.0;0.0;0.0;0.0;0.0
benelux;Others renewable;1009.62;0.0;0.0;0.0;0.0;0.0
benelux;Solar PV;47892.74;0.0;0.0;0.0;0.0;0.0
benelux;Solar Thermal;0.0;0.0;0.0;0.0;0.0;0.0
benelux;Wind Offshore;8399.0;0.0;0.0;0.0;0.0;0.0
benelux;Wind Onshore;10898.05;0.0;0.0;0.0;0.0;0.0
